Timestamp,Temperature,Humidity,Vibration,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
22:27:54,0.00,0.00,0,8.28,0.02,-5.22,-0.04,-0.00,0.00
22:27:55,0.00,0.00,0,8.29,0.03,-5.18,-0.04,-0.00,0.00
22:27:55,0.00,0.00,0,8.27,0.01,-5.25,-0.04,-0.00,0.00
22:27:56,0.00,0.00,0,8.28,0.04,-5.19,-0.04,-0.00,0.00
22:27:56,0.00,0.00,0,8.27,0.01,-5.20,-0.04,-0.00,0.00
22:27:57,0.00,0.00,0,8.27,0.02,-5.24,-0.04,-0.00,0.00
22:27:57,0.00,0.00,0,8.29,0.03,-5.21,-0.04,-0.00,0.00
22:27:58,0.00,0.00,0,8.24,0.02,-5.25,-0.04,-0.00,0.00
22:27:58,0.00,0.00,0,8.23,0.02,-5.25,-0.04,-0.00,-0.00
22:27:59,0.00,0.00,0,8.29,0.00,-5.20,-0.04,0.00,0.00
22:27:59,0.00,0.00,0,8.27,0.01,-5.15,-0.04,-0.03,-0.00
22:28:00,0.00,0.00,0,8.29,0.01,-5.22,-0.04,0.04,0.01
22:28:00,0.00,0.00,0,8.57,0.02,-3.28,-0.03,0.70,-0.03
22:28:02,0.00,0.00,0,-102.81,-101.75,-156.91,10.63,10.63,0.19
22:28:03,0.00,0.00,0,-12.60,80.90,0.09,12.26,12.45,-0.22
22:28:03,0.00,0.00,0,-101.75,-156.91,56.39,0.05,-16.43,-0.22
22:28:04,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:04,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:05,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:05,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:06,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:06,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:07,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:08,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:08,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:09,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:09,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:10,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:10,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:11,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:11,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:12,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:12,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:13,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:13,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:14,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:14,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:15,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:16,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:16,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:17,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:17,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:18,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:18,281.70,4057.60,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:19,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:19,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:20,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:20,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:21,281.70,4083.20,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:21,281.70,4083.20,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:22,281.70,4083.20,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:22,281.70,4083.20,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:23,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:23,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:24,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:24,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:25,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:26,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:26,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:27,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:27,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:28,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:28,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
22:28:29,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
